agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	395846077040601	72019	120541	2022	1	11.758
USGS	395846077040601	72019	120541	2022	2	11.576
USGS	395846077040601	72019	120541	2022	3	11.625
USGS	395846077040601	72019	120541	2022	5	11.632
USGS	395846077040601	72019	120541	2022	6	12.443
USGS	395846077040601	72019	120541	2022	7	12.795
USGS	395846077040601	72019	120541	2022	8	12.92
USGS	395846077040601	72019	120541	2022	9	12.809
USGS	395846077040601	72019	120541	2022	11	12.232
USGS	395846077040601	72019	120541	2022	12	11.834

